,between centrality,degree centrality,close centrality,eigen centrality,strength,degree,date
Auroracoin,0.00031891134832311304,0.972972972972973,0.9736842105263158,0.16573217084354575,236,36,2018-12-09
Bitcoin,0.00687546790487967,1.0,1.0,0.16661422948607835,977,37,2018-12-09
Bitcoin Cash,0.00031891134832311304,0.972972972972973,0.9736842105263158,0.16573217084354575,335,36,2018-12-09
Bitcoin Gold,0.00031891134832311304,0.972972972972973,0.9736842105263158,0.16573217084354575,278,36,2018-12-09
Bitcoin Private,0.00027601130542307013,0.9459459459459459,0.9487179487179488,0.16133319331601406,162,35,2018-12-09
Bitconnect,0.00687546790487967,1.0,1.0,0.16661422948607835,240,37,2018-12-09
Cardano,0.00031891134832311304,0.972972972972973,0.9736842105263158,0.16573217084354575,275,36,2018-12-09
Dash,0.00031891134832311304,0.972972972972973,0.9736842105263158,0.16573217084354575,415,36,2018-12-09
Decred,0.00031891134832311304,0.972972972972973,0.9736842105263158,0.16573217084354575,179,36,2018-12-09
Dogecoin,0.00031891134832311304,0.972972972972973,0.9736842105263158,0.16573217084354575,549,36,2018-12-09
EOS,0.00031891134832311304,0.972972972972973,0.9736842105263158,0.16573217084354575,226,36,2018-12-09
Ethereum,0.00687546790487967,1.0,1.0,0.16661422948607835,630,37,2018-12-09
Ethereum Classic,0.00031891134832311304,0.972972972972973,0.9736842105263158,0.16573217084354575,334,36,2018-12-09
Filecoin,0.0063874799168916795,0.972972972972973,0.9736842105263158,0.16257749939831614,116,36,2018-12-09
Gridcoin,0.00031891134832311304,0.972972972972973,0.9736842105263158,0.16573217084354575,254,36,2018-12-09
Litecoin,0.00031891134832311304,0.972972972972973,0.9736842105263158,0.16573217084354575,621,36,2018-12-09
MazaCoin,0.00027601130542307013,0.9459459459459459,0.9487179487179488,0.16133319331601406,141,35,2018-12-09
Monero,0.00031891134832311304,0.972972972972973,0.9736842105263158,0.16573217084354575,459,36,2018-12-09
NEM,0.00031891134832311304,0.972972972972973,0.9736842105263158,0.16573217084354575,336,36,2018-12-09
NEO,0.00031891134832311304,0.972972972972973,0.9736842105263158,0.16573217084354575,202,36,2018-12-09
Namecoin,0.00031891134832311304,0.972972972972973,0.9736842105263158,0.16573217084354575,396,36,2018-12-09
NuBits,0.006536894036894035,0.972972972972973,0.9736842105263158,0.16233604467759444,156,36,2018-12-09
Nxt,0.00031891134832311304,0.972972972972973,0.9736842105263158,0.16573217084354575,296,36,2018-12-09
OmiseGO,0.00031891134832311304,0.972972972972973,0.9736842105263158,0.16573217084354575,188,36,2018-12-09
Peercoin,0.00031891134832311304,0.972972972972973,0.9736842105263158,0.16573217084354575,372,36,2018-12-09
Petro,0.00013122366063542533,0.9459459459459459,0.9487179487179488,0.16169544075578354,143,35,2018-12-09
PotCoin,0.00031891134832311304,0.972972972972973,0.9736842105263158,0.16573217084354575,254,36,2018-12-09
Primecoin,0.00031891134832311304,0.972972972972973,0.9736842105263158,0.16573217084354575,364,36,2018-12-09
Ripple,0.00031891134832311304,0.972972972972973,0.9736842105263158,0.16573217084354575,496,36,2018-12-09
Stellar,0.00687546790487967,1.0,1.0,0.16661422948607835,297,37,2018-12-09
Tether,0.0063874799168916795,0.972972972972973,0.9736842105263158,0.16257749939831614,243,36,2018-12-09
Titcoin,0.00031891134832311304,0.972972972972973,0.9736842105263158,0.16573217084354575,235,36,2018-12-09
VeChain,0.00013122366063542533,0.9459459459459459,0.9487179487179488,0.16169544075578354,87,35,2018-12-09
Verge,0.00023058773058773062,0.9459459459459459,0.9487179487179488,0.16145398603506186,98,35,2018-12-09
Vertcoin,0.00023058773058773062,0.9189189189189191,0.925,0.15690355393199734,146,34,2018-12-09
Waves platform,0.00013122366063542533,0.8648648648648649,0.8809523809523809,0.1480485962364031,97,32,2018-12-09
Zcash,0.00031891134832311304,0.972972972972973,0.9736842105263158,0.16573217084354575,331,36,2018-12-09
Tezos,0.0,0.1891891891891892,0.5522388059701493,0.032346226306323896,8,7,2018-12-09
Auroracoin,0.005247326203208557,0.8823529411764706,0.8947368421052632,0.25027276082761385,42,15,2015-07-05
Bitcoin,0.029602484933367288,1.0,1.0,0.2667560085341947,295,17,2015-07-05
Dash,0.01023973983532807,0.9411764705882352,0.9444444444444444,0.2611437972943176,63,16,2015-07-05
Dogecoin,0.02215909090909091,0.9411764705882352,0.9444444444444444,0.2558849720674909,172,16,2015-07-05
Ethereum,0.01023973983532807,0.9411764705882352,0.9444444444444444,0.2611437972943176,58,16,2015-07-05
Litecoin,0.01023973983532807,0.9411764705882352,0.9444444444444444,0.2611437972943176,199,16,2015-07-05
MazaCoin,0.003022875816993464,0.7647058823529411,0.8095238095238095,0.2199754501712869,38,13,2015-07-05
Monero,0.005456614463967405,0.7647058823529411,0.8095238095238095,0.2169914595070617,25,13,2015-07-05
Namecoin,0.029602484933367288,1.0,1.0,0.2667560085341947,124,17,2015-07-05
Nxt,0.0033533868092691624,0.8235294117647058,0.85,0.23639724322253114,27,14,2015-07-05
Peercoin,0.02215909090909091,0.9411764705882352,0.9444444444444444,0.2558849720674909,126,16,2015-07-05
PotCoin,0.0006127450980392157,0.7058823529411764,0.7727272727272727,0.20592432732688454,16,12,2015-07-05
Primecoin,0.01023973983532807,0.9411764705882352,0.9444444444444444,0.2611437972943175,131,16,2015-07-05
Ripple,0.02060308972073678,0.8823529411764706,0.8947368421052632,0.2394631790162467,115,15,2015-07-05
Titcoin,0.0018939393939393933,0.7647058823529411,0.8095238095238095,0.2208938956175197,22,13,2015-07-05
Vertcoin,0.0052231877599524645,0.8235294117647058,0.85,0.2341004783089546,51,14,2015-07-05
NEM,0.0012811942959001779,0.5882352941176471,0.7083333333333334,0.1700057511834199,16,10,2015-07-05
Stellar,0.0,0.29411764705882354,0.5862068965517241,0.0877652876569713,8,5,2015-07-05
Auroracoin,0.0,0.8181818181818182,0.8461538461538461,0.2021107569873042,66,18,2017-05-07
Bitcoin,0.01548477977049406,1.0,1.0,0.22889013278977124,445,22,2017-05-07
Dash,0.00864941936370508,0.9545454545454546,0.9565217391304348,0.22392507993874686,137,21,2017-05-07
Dogecoin,0.012722462722462724,0.9545454545454546,0.9565217391304348,0.22072425095515208,248,21,2017-05-07
Ethereum,0.01548477977049406,1.0,1.0,0.22889013278977124,177,22,2017-05-07
Gridcoin,0.00864941936370508,0.9545454545454546,0.9565217391304348,0.22392507993874686,42,21,2017-05-07
Litecoin,0.008649419363705078,0.9545454545454546,0.9565217391304348,0.22392507993874686,254,21,2017-05-07
MazaCoin,0.00864941936370508,0.9545454545454546,0.9565217391304348,0.22392507993874686,75,21,2017-05-07
Monero,0.008649419363705078,0.9545454545454546,0.9565217391304348,0.22392507993874686,90,21,2017-05-07
NEM,0.01548477977049406,1.0,1.0,0.2288901327897712,78,22,2017-05-07
Namecoin,0.00864941936370508,0.9545454545454546,0.9565217391304348,0.22392507993874686,175,21,2017-05-07
Nxt,0.010485810485810487,0.9090909090909092,0.9166666666666666,0.21204086268935307,81,20,2017-05-07
Peercoin,0.008649419363705078,0.9545454545454546,0.9565217391304348,0.22392507993874686,162,21,2017-05-07
PotCoin,0.0,0.8181818181818182,0.8461538461538461,0.20211075698730416,44,18,2017-05-07
Primecoin,0.002679859822716965,0.9090909090909092,0.9166666666666666,0.2189600270877224,168,20,2017-05-07
Ripple,0.008649419363705078,0.9545454545454546,0.9565217391304348,0.22392507993874686,183,21,2017-05-07
Stellar,0.002679859822716965,0.9090909090909092,0.9166666666666666,0.2189600270877224,55,20,2017-05-07
Titcoin,0.0,0.8181818181818182,0.8461538461538461,0.2021107569873042,53,18,2017-05-07
Vertcoin,0.002679859822716965,0.9090909090909092,0.9166666666666666,0.2189600270877224,83,20,2017-05-07
Ethereum Classic,0.0002886002886002886,0.7272727272727273,0.7857142857142857,0.1793339932909512,25,16,2017-05-07
NuBits,0.0,0.4090909090909091,0.6285714285714286,0.10253989244022578,16,9,2017-05-07
Waves platform,0.0,0.6818181818181819,0.7586206896551724,0.16864629444608165,15,15,2017-05-07
Zcash,0.0,0.4090909090909091,0.6285714285714286,0.1025398924402258,30,9,2017-05-07
Auroracoin,0.00041544692872966113,0.972972972972973,0.9736842105263158,0.1661783062763594,227,36,2018-10-07
Bitcoin,0.0069720034852862175,1.0,1.0,0.1670678234990619,932,37,2018-10-07
Bitcoin Cash,0.00041544692872966113,0.972972972972973,0.9736842105263158,0.1661783062763594,314,36,2018-10-07
Bitcoin Gold,0.00041544692872966113,0.972972972972973,0.9736842105263158,0.1661783062763594,246,36,2018-10-07
Bitcoin Private,0.0003271233109942787,0.9459459459459459,0.9487179487179488,0.16187665335825466,154,35,2018-10-07
Bitconnect,0.0069720034852862175,1.0,1.0,0.1670678234990619,214,37,2018-10-07
Cardano,0.00041544692872966113,0.972972972972973,0.9736842105263158,0.1661783062763594,234,36,2018-10-07
Dash,0.00041544692872966113,0.972972972972973,0.9736842105263158,0.1661783062763594,392,36,2018-10-07
Decred,0.00041544692872966113,0.972972972972973,0.9736842105263158,0.1661783062763594,157,36,2018-10-07
Dogecoin,0.00041544692872966113,0.972972972972973,0.9736842105263158,0.1661783062763594,525,36,2018-10-07
EOS,0.00041544692872966113,0.972972972972973,0.9736842105263158,0.1661783062763594,204,36,2018-10-07
Ethereum,0.0069720034852862175,1.0,1.0,0.1670678234990619,570,37,2018-10-07
Ethereum Classic,0.00041544692872966113,0.972972972972973,0.9736842105263158,0.1661783062763594,282,36,2018-10-07
Filecoin,0.00648250188691365,0.972972972972973,0.9736842105263158,0.16300716168366666,110,36,2018-10-07
Gridcoin,0.00041544692872966113,0.972972972972973,0.9736842105263158,0.1661783062763594,214,36,2018-10-07
Litecoin,0.00041544692872966113,0.972972972972973,0.9736842105263158,0.1661783062763594,565,36,2018-10-07
MazaCoin,0.0003271233109942787,0.9189189189189191,0.925,0.15732616620974893,131,34,2018-10-07
Monero,0.00041544692872966113,0.972972972972973,0.9736842105263158,0.1661783062763594,400,36,2018-10-07
NEM,0.00041544692872966113,0.972972972972973,0.9736842105263158,0.1661783062763594,289,36,2018-10-07
NEO,0.00041544692872966113,0.972972972972973,0.9736842105263158,0.1661783062763594,178,36,2018-10-07
Namecoin,0.00041544692872966113,0.972972972972973,0.9736842105263158,0.1661783062763594,349,36,2018-10-07
NuBits,0.006583831222113954,0.972972972972973,0.9736842105263158,0.16288510050797042,147,36,2018-10-07
Nxt,0.00041544692872966113,0.972972972972973,0.9736842105263158,0.1661783062763594,257,36,2018-10-07
OmiseGO,0.00041544692872966113,0.972972972972973,0.9736842105263158,0.1661783062763594,179,36,2018-10-07
Peercoin,0.00041544692872966113,0.972972972972973,0.9736842105263158,0.1661783062763594,335,36,2018-10-07
Petro,0.00022624563065739542,0.9459459459459459,0.9487179487179488,0.16211764446096413,127,35,2018-10-07
PotCoin,0.00041544692872966113,0.972972972972973,0.9736842105263158,0.1661783062763594,242,36,2018-10-07
Primecoin,0.00041544692872966113,0.972972972972973,0.9736842105263158,0.1661783062763594,329,36,2018-10-07
Ripple,0.00041544692872966113,0.972972972972973,0.9736842105263158,0.1661783062763594,448,36,2018-10-07
Stellar,0.0069720034852862175,1.0,1.0,0.1670678234990619,251,37,2018-10-07
Tether,0.00648250188691365,0.972972972972973,0.9736842105263158,0.16300716168366666,189,36,2018-10-07
Titcoin,0.00041544692872966113,0.972972972972973,0.9736842105263158,0.1661783062763594,226,36,2018-10-07
VeChain,8.832361773538243e-05,0.9189189189189191,0.925,0.15793492146987262,67,34,2018-10-07
Verge,0.0002775249158076482,0.9459459459459459,0.9487179487179488,0.1619955832852679,65,35,2018-10-07
Vertcoin,0.00022908938350114818,0.8918918918918919,0.902439024390244,0.1529770143499615,143,33,2018-10-07
Waves platform,0.00017932370873547344,0.8648648648648649,0.8809523809523809,0.14851333181750048,97,32,2018-10-07
Zcash,0.0003271233109942787,0.9459459459459459,0.9487179487179488,0.16187665335825466,275,35,2018-10-07
Tezos,0.0,0.1891891891891892,0.5522388059701493,0.032529299571546134,8,7,2018-10-07
Auroracoin,0.0,1.0,1.0,0.2773500981126145,25,12,2014-08-03
Bitcoin,0.0,1.0,1.0,0.2773500981126145,210,12,2014-08-03
Dash,0.0,1.0,1.0,0.2773500981126145,25,12,2014-08-03
Dogecoin,0.0,1.0,1.0,0.2773500981126145,130,12,2014-08-03
Ethereum,0.0,1.0,1.0,0.2773500981126145,32,12,2014-08-03
Litecoin,0.0,1.0,1.0,0.2773500981126145,143,12,2014-08-03
MazaCoin,0.0,1.0,1.0,0.2773500981126145,36,12,2014-08-03
Namecoin,0.0,1.0,1.0,0.2773500981126145,91,12,2014-08-03
Nxt,0.0,1.0,1.0,0.2773500981126145,12,12,2014-08-03
Peercoin,0.0,1.0,1.0,0.2773500981126145,106,12,2014-08-03
Primecoin,0.0,1.0,1.0,0.2773500981126145,102,12,2014-08-03
Ripple,0.0,1.0,1.0,0.2773500981126145,95,12,2014-08-03
Vertcoin,0.0,1.0,1.0,0.2773500981126145,43,12,2014-08-03
Auroracoin,0.0005985889154687818,0.8918918918918919,0.902439024390244,0.16748759534177388,174,33,2018-07-08
Bitcoin,0.022053336759105514,1.0,1.0,0.17600570981431315,842,37,2018-07-08
Bitcoin Cash,0.00678807149384025,0.972972972972973,0.9736842105263158,0.17541731966998844,259,36,2018-07-08
Bitcoin Gold,0.004145111492009279,0.9189189189189191,0.925,0.16849274155873986,156,34,2018-07-08
Bitcoin Private,0.003497134455143353,0.8918918918918919,0.902439024390244,0.16449694690183633,106,33,2018-07-08
Bitconnect,0.0022927089571354803,0.8108108108108109,0.8409090909090909,0.14949767395148722,130,30,2018-07-08
Cardano,0.006454976301874089,0.9459459459459459,0.9487179487179488,0.17077821480351993,171,35,2018-07-08
Dash,0.0005985889154687818,0.8918918918918919,0.902439024390244,0.16748759534177388,319,33,2018-07-08
Decred,0.0005985889154687818,0.8918918918918919,0.902439024390244,0.16748759534177388,118,33,2018-07-08
Dogecoin,0.0030892969617323843,0.9459459459459459,0.9487179487179488,0.17376886324345744,483,35,2018-07-08
EOS,0.0009921448645802866,0.9189189189189191,0.925,0.17156565654782902,132,34,2018-07-08
Ethereum,0.00678807149384025,0.972972972972973,0.9736842105263158,0.17541731966998844,507,36,2018-07-08
Ethereum Classic,0.0005985889154687818,0.8918918918918919,0.902439024390244,0.16748759534177388,228,33,2018-07-08
Filecoin,0.015436506543137366,0.9189189189189191,0.925,0.164777978529051,70,34,2018-07-08
Gridcoin,0.0009921448645802866,0.9189189189189191,0.925,0.17156565654782904,172,34,2018-07-08
Litecoin,0.0030892969617323843,0.9459459459459459,0.9487179487179488,0.17376886324345747,506,35,2018-07-08
MazaCoin,0.002663389176953631,0.8648648648648649,0.8809523809523809,0.15907507974139182,116,32,2018-07-08
Monero,0.00678807149384025,0.972972972972973,0.9736842105263158,0.17541731966998844,342,36,2018-07-08
NEM,0.0009921448645802866,0.9189189189189191,0.925,0.17156565654782904,247,34,2018-07-08
NEO,0.004390619096387851,0.9459459459459459,0.9487179487179488,0.17321411297435998,112,35,2018-07-08
Namecoin,0.0009921448645802866,0.9189189189189191,0.925,0.17156565654782904,311,34,2018-07-08
NuBits,0.011646946436372959,0.8918918918918919,0.902439024390244,0.1630728772996665,93,33,2018-07-08
Nxt,0.0009921448645802866,0.9189189189189191,0.925,0.17156565654782904,221,34,2018-07-08
OmiseGO,0.0009921448645802866,0.9189189189189191,0.925,0.17156565654782904,113,34,2018-07-08
Peercoin,0.0007312928795903704,0.8918918918918919,0.902439024390244,0.16720585857096193,285,33,2018-07-08
PotCoin,0.0030892969617323843,0.9459459459459459,0.9487179487179488,0.17376886324345744,182,35,2018-07-08
Primecoin,0.002828444976742468,0.9189189189189191,0.925,0.16940906526659036,245,34,2018-07-08
Ripple,0.003830229647109512,0.9189189189189191,0.925,0.16913605176830485,386,34,2018-07-08
Stellar,0.01224280439110188,0.9189189189189191,0.925,0.16779424871528667,203,34,2018-07-08
Tether,0.0029345749320103536,0.9189189189189191,0.925,0.16910413663069085,135,34,2018-07-08
Titcoin,0.0030892969617323843,0.9459459459459459,0.9487179487179488,0.17376886324345744,174,35,2018-07-08
Vertcoin,0.000843162356726811,0.8648648648648649,0.8809523809523809,0.16189621137515645,134,32,2018-07-08
Waves platform,0.0024296438715237373,0.8648648648648649,0.8809523809523809,0.15995379528107975,96,32,2018-07-08
Zcash,0.004057523904421692,0.9189189189189191,0.925,0.16857500810789147,235,34,2018-07-08
Petro,0.001896968338848205,0.7567567567567568,0.8043478260869565,0.13983668092067195,57,28,2018-07-08
Tezos,0.0,0.10810810810810813,0.5285714285714286,0.020175745857949588,4,4,2018-07-08
VeChain,0.0,0.2972972972972973,0.5873015873015873,0.056525325250920126,11,11,2018-07-08
Verge,0.00020164395164395162,0.40540540540540543,0.6271186440677966,0.075547799276232,21,15,2018-07-08
Auroracoin,0.0,1.0,1.0,0.2773500981126145,25,12,2014-07-13
Bitcoin,0.0,1.0,1.0,0.2773500981126145,202,12,2014-07-13
Dash,0.0,1.0,1.0,0.2773500981126145,25,12,2014-07-13
Dogecoin,0.0,1.0,1.0,0.2773500981126145,121,12,2014-07-13
Ethereum,0.0,1.0,1.0,0.2773500981126145,32,12,2014-07-13
Litecoin,0.0,1.0,1.0,0.2773500981126145,132,12,2014-07-13
MazaCoin,0.0,1.0,1.0,0.2773500981126145,28,12,2014-07-13
Namecoin,0.0,1.0,1.0,0.2773500981126145,84,12,2014-07-13
Nxt,0.0,1.0,1.0,0.2773500981126145,12,12,2014-07-13
Peercoin,0.0,1.0,1.0,0.2773500981126145,94,12,2014-07-13
Primecoin,0.0,1.0,1.0,0.2773500981126145,89,12,2014-07-13
Ripple,0.0,1.0,1.0,0.2773500981126145,91,12,2014-07-13
Vertcoin,0.0,1.0,1.0,0.2773500981126145,41,12,2014-07-13
Auroracoin,0.0011533371592151727,0.7777777777777777,0.8181818181818182,0.16213072744713442,121,28,2018-05-06
Bitcoin,0.015063335974796891,1.0,1.0,0.19091203547663305,791,36,2018-05-06
Bitcoin Cash,0.01001147745605277,0.9444444444444444,0.9473684210526316,0.18371523253772906,213,34,2018-05-06
Bitcoin Gold,0.00677803359321374,0.8611111111111109,0.8780487804878049,0.17096331087743152,100,31,2018-05-06
Bitconnect,0.006479527863804454,0.8055555555555555,0.8372093023255814,0.15914746350167466,106,29,2018-05-06
Cardano,0.012469690674183688,0.9166666666666666,0.9230769230769232,0.1762895272125138,118,33,2018-05-06
Dash,0.003101918624330941,0.8611111111111109,0.8780487804878049,0.1749199668892877,265,31,2018-05-06
Dogecoin,0.010501389984279477,0.9722222222222222,0.972972972972973,0.18890179855977507,413,35,2018-05-06
Ethereum,0.015063335974796891,1.0,1.0,0.19091203547663307,463,36,2018-05-06
Ethereum Classic,0.0059470464040378155,0.9166666666666666,0.9230769230769232,0.181970077792084,174,33,2018-05-06
Filecoin,0.006687019824783392,0.8611111111111109,0.8780487804878049,0.1710171128515432,63,31,2018-05-06
Gridcoin,0.004680348021780928,0.9166666666666666,0.9230769230769232,0.18362726709769814,131,33,2018-05-06
Litecoin,0.005188749688040475,0.9166666666666666,0.9230769230769232,0.1831711369514372,435,33,2018-05-06
MazaCoin,0.0071446590312473045,0.8333333333333333,0.8571428571428571,0.163195101663688,100,30,2018-05-06
Monero,0.015063335974796891,1.0,1.0,0.19091203547663307,290,36,2018-05-06
NEM,0.004680348021780928,0.9166666666666666,0.9230769230769232,0.18362726709769814,194,33,2018-05-06
NEO,0.0061819928546671885,0.8333333333333333,0.8571428571428571,0.16556461145868975,60,30,2018-05-06
Namecoin,0.004680348021780928,0.9166666666666666,0.9230769230769232,0.18362726709769814,269,33,2018-05-06
Nxt,0.00646671214007782,0.9444444444444444,0.9473684210526316,0.1869242574759658,182,34,2018-05-06
